file_name,labels,category
683_bg5_Uni_1731292709_550.jpg,"*****354,923.76**",star_digit_label
Image (2)-16.jpg,09-03-2013,real_date
c_1114_Swa_5_0.jpg,01-24-69,font_generat_date
L_429_Uni_5_0.jpg,"$ 957,696.8",font_generat_dollar
a_car_000365.png,13817,orand
Image (3)-09.jpg,"Mar 02, 2020",real_date
L_267_Ini_0_0.jpg,"$ 92,715.8",font_generat_dollar
c_1182_Win_4_0.jpg,2902-09-16,font_generat_date
c_596_Uni_5_0.jpg,02/03/3023,font_generat_date
L_573_Bel_0_0.jpg,"$ 108,625.47",font_generat_dollar
f6e77955-127.jpg,28/08/2022,real_date
b_car_005830.png,40.000.-,orand
c_1194_Fut_4_0.jpg,3907-11-12,font_generat_date
c_274_Uni_t_0.jpg,05-25-98,font_generat_date
L_548_Ari_3_0.jpg,"$ 37,725.45",font_generat_dollar
b_car_004608.png,56.000-,orand
c_210_Jen_0_0.jpg,5435-09-08,font_generat_date
b_car_003500.png,377.550.,orand
859_bg5_Uni_1731292709_236.jpg,"******489,183.62*",star_digit_label
510_bg5_Hel_1731292709_428.jpg,"***559,087.26***",star_digit_label
c_1126_Liu_t_0.jpg,12-01-75,font_generat_date
c3a3c44b-69.jpg,09/02/24,real_date
a_car_001845.png,56.268,orand
Image (4)-02.jpg,04/02/1992,real_date
L_349_Fut_0_0.jpg,"$ 608,249.02",font_generat_dollar
a_car_001332.png,3120 -,orand
864_bgi_Uni_1731292710_401.jpg,"******345,008.98****",star_digit_label
642_bg0_tim_1731292709_528.jpg,"******196,464.61****",star_digit_label
849_bg4_Hel_1731292709_413.jpg,"*267,456.88****",star_digit_label
L_591_Cas_3_0.jpg,"$ 788,286.17",font_generat_dollar
Image (1)-18.jpg,04 06 1982,real_date
L_718_gab_4_0.jpg,"$ 282,786.15",font_generat_dollar
c_1154_Uni_t_0.jpg,15/01/7375,font_generat_date
L_421_Lea_7_0.jpg,"$ 543,865.29",font_generat_dollar
Image (1)-17.jpg,11 11 2011,real_date
b_car_006292.png,370315,orand
C2.png,11 11 2011,real_date
L_648_CRE_3_0.jpg,"$ 118,495.26",font_generat_dollar
518_bg5_Fut_1731292709_207.jpg,"**127,490.9**",star_digit_label
b_car_004301.png,250.000.,orand
843_bg4_hel_1731292709_306.jpg,"***814,928.41",star_digit_label
c_1026_bas_0_0.jpg,7606-10-01,font_generat_date
d7bf2e00-23.jpg,01 02 23,real_date
L_940_Fut_t_0.jpg,"$ 919,248.42",font_generat_dollar
c_110_Liu_t_0.jpg,16/04/3192,font_generat_date
164_bg5_Ari_1731292708_140.jpg,"*****854,031.86***",star_digit_label
L_449_Dar_5_0.jpg,"$ 477,146.54",font_generat_dollar
6b904d16-4.jpg,06 05 22,real_date
b_car_004472.png,260000,orand
961306f1-121.jpg,14 02 23,real_date
Image (5)-13.jpg,27-05-1992,real_date
c_542_Fut_0_0.jpg,23/04/9742,font_generat_date
L_506_Uni_6_0.jpg,"$ 782,705.44",font_generat_dollar
L_256_CON_0_0.jpg,"$ 296,118.59",font_generat_dollar
770_bg7_ari_1731292709_324.jpg,"******678,878.49",star_digit_label
94_bg4_Fut_1731292708_189.jpg,"***853,143.67****",star_digit_label
b_car_006145.png,250.000.,orand
617_bg6_ARI_1731292709_26.jpg,"*****973,218.54**",star_digit_label
b_car_003343.png,510.266.-,orand
b_car_005408.png,785.32,orand
882_bg0_Fut_1731292710_646.jpg,"620,576.69*",star_digit_label
184_bg4_Uni_1731292708_887.jpg,"*****171,006.92*",star_digit_label
L_287_Daw_0_0.jpg,"$ 177,950.97",font_generat_dollar
a_car_002032.png,900=,orand
851_bgi_Fut_1731292709_296.jpg,"*******356,921.88****",star_digit_label
b_car_006151.png,233.700=,orand
L_554_Uni_i_0.jpg,"$ 242,911.77",font_generat_dollar
761_bg0_hel_1731292709_381.jpg,"******956,901.58*",star_digit_label
bb915247-149.jpg,19 01 23,real_date
L_843_Uni_7_0.jpg,"$ 829,436.89",font_generat_dollar
a_car_001984.png,8919,orand
c_1148_Uni_t_0.jpg,05/06/2629,font_generat_date
L_224_Did_t_0.jpg,"$ 610,418.4",font_generat_dollar
L_479_Jen_7_0.jpg,"$ 680,463.52",font_generat_dollar
b_car_005581.png,701.845.-,orand
L_69_May_i_0.jpg,"$ 693,072.88",font_generat_dollar
c_446_Ini_5_0.jpg,05/02/6216,font_generat_date
635_bgi_Fut_1731292709_892.jpg,"***487,805.21*",star_digit_label
713_bg0_Uni_1731292709_36.jpg,"****97,330.43*",star_digit_label
b_car_003366.png,"315,000-",orand
813_bg7_G_a_1731292709_506.jpg,"805,350.47****",star_digit_label
L_536_Did_i_0.jpg,"$ 780,267.3",font_generat_dollar
885_bg0_Uni_1731292710_948.jpg,"*880,100.9***",star_digit_label
b_car_006072.png,236000,orand
896_bg7_Fut_1731292710_625.jpg,"*317,296.37****",star_digit_label
862_bgi_Uni_1731292710_654.jpg,"******776,989.98*",star_digit_label
L_660_Com_0_0.jpg,"$ 35,700.39",font_generat_dollar
b_car_004449.png,379. 000.,orand
L_141_Hon_5_0.jpg,"$ 477,075.33",font_generat_dollar
685_bgi_Fut_1731292709_803.jpg,"*******240,045.13***",star_digit_label
L_396_Rad_4_0.jpg,"$ 767,429.44",font_generat_dollar
Image (2)-15.jpg,14-07-2023,real_date
b_car_006159.png,67.94,orand
c_234_Uni_0_0.jpg,9563-07-11,font_generat_date
c_1152_Uni_7_0.jpg,7375-01-15,font_generat_date
L_974_Uni_5_0.jpg,"$ 496,494.55",font_generat_dollar
a_car_000890.png,1.874,orand
b_car_004237.png,100.000.=,orand
b_car_003978.png,350.316,orand
L_874_Fut_7_0.jpg,"$ 963,614.09",font_generat_dollar
738_bg7_Uni_1731292709_414.jpg,"*******49,345.12****",star_digit_label
c_144_tim_4_0.jpg,8720-04-07,font_generat_date
153_bg7_Hel_1731292708_811.jpg,"*******796,594.44**",star_digit_label
L_195_GEO_5_0.jpg,"$ 82,768.65",font_generat_dollar
a_car_000902.png,1.9,orand
L_19_Zey_4_0.jpg,"$ 393,187.94",font_generat_dollar
b_car_003245.png,45.000-,orand
967_bg7_Bod_1731292710_860.jpg,"*933,442.33***",star_digit_label
c_46_Hon_i_0.jpg,11-21-98,font_generat_date
L_706_Bod_0_0.jpg,"$ 194,467.48",font_generat_dollar
c_416_CRE_3_0.jpg,12/05/2853,font_generat_date
L_741_ARI_i_0.jpg,"$ 332,292.3",font_generat_dollar
L_908_Uni_0_0.jpg,"$ 135,665.94",font_generat_dollar
L_721_Rut_i_0.jpg,"$ 924,629.19",font_generat_dollar
L_272_Sna_3_0.jpg,"$ 472,159.44",font_generat_dollar
c_454_bas_t_0.jpg,04-10-37,font_generat_date
L_633_Uni_4_0.jpg,"$ 77,810.99",font_generat_dollar
c_358_Ott_4_0.jpg,10-31-82,font_generat_date
L_186_Hel_0_0.jpg,"$ 45,503.44",font_generat_dollar
c_294_Lar_5_0.jpg,5475-08-23,font_generat_date
b_car_005463.png,25000,orand
b_car_005592.png,"45,129_",orand
b_car_004016.png,50000 =,orand
b_car_006271.png,426.000=,orand
L_441_Ree_5_0.jpg,"$ 709,701.23",font_generat_dollar
Image (6)-16.jpg,09 11 1997,real_date
L_921_Daw_0_0.jpg,"$ 363,652.55",font_generat_dollar
456_bg5_Uni_1731292709_698.jpg,"****307,913.95***",star_digit_label
L_956_Did_7_0.jpg,"$ 796,747.09",font_generat_dollar
b_car_004569.png,149.006-,orand
L_543_Hel_3_0.jpg,"$ 254,262.55",font_generat_dollar
a_car_001727.png,5. 000 -,orand
L_51_The_t_0.jpg,"$ 994,776.79",font_generat_dollar
L_64_Fut_0_0.jpg,"$ 288,375.23",font_generat_dollar
c_330_Hel_4_0.jpg,5928-06-28,font_generat_date
b_car_005395.png,90000,orand
b_car_004697.png,189.920.,orand
513_bg7_gil_1731292709_921.jpg,"******762,723.54***",star_digit_label
b_car_005332.png,35,orand
L_640_Lar_7_0.jpg,"$ 259,785.18",font_generat_dollar
877_bg7_tim_1731292710_66.jpg,"*****990,405.71****",star_digit_label
L_488_Fut_6_0.jpg,"$ 423,090.81",font_generat_dollar
906_bg5_G_a_1731292710_307.jpg,"*****999,033.81",star_digit_label
L_634_Daw_5_0.jpg,"$ 447,699.71",font_generat_dollar
L_219_Fut_6_0.jpg,"$ 829,148.67",font_generat_dollar
b_car_003855.png,1334.58,orand
c_1082_hel_4_0.jpg,31/07/3052,font_generat_date
L_968_Fut_5_0.jpg,"$ 256,046.51",font_generat_dollar
b_car_005229.png,27.939=,orand
a_car_000376.png,11.5,orand
e8e5a367-141.jpg,10/12/2001,real_date
273_bg0_Uni_1731292709_847.jpg,"*******6,211.18",star_digit_label
a_car_000399.png,1615-,orand
486_bg7_Fut_1731292709_695.jpg,"***874,358.45***",star_digit_label
961_bg5_Bod_1731292710_990.jpg,"747,939.55**",star_digit_label
L_767_Vuj_6_0.jpg,"$ 821,836.19",font_generat_dollar
L_969_Lov_t_0.jpg,"$ 836,748.49",font_generat_dollar
L_523_Bel_5_0.jpg,"$ 899,263.41",font_generat_dollar
D5.png,21 11 2011,real_date
84_bgt_Uni_1731292708_329.jpg,"*775,521.79*",star_digit_label
594_bg4_Fut_1731292709_552.jpg,"*543,874.98***",star_digit_label
L_473_Sam_6_0.jpg,"$ 775,094.15",font_generat_dollar
c_516_Uni_3_0.jpg,8661-03-08,font_generat_date
L_294_Fut_4_0.jpg,"$ 868,249.87",font_generat_dollar
L_437_gab_5_0.jpg,"$ 981,161.17",font_generat_dollar
c_1018_Ste_7_0.jpg,09-27-13,font_generat_date
703_bg0_Did_1731292709_494.jpg,"**857,615.58**",star_digit_label
L_837_Bro_0_0.jpg,"$ 230,067.44",font_generat_dollar
505_bg5_Hel_1731292709_133.jpg,16359.59,star_digit_label
a_car_000363.png,1952,orand
b_car_005000.png,150.000-,orand
L_907_Fut_7_0.jpg,"$ 295,631.15",font_generat_dollar
L_369_Uni_4_0.jpg,"$ 767,089.15",font_generat_dollar
462_bgi_Did_1731292709_563.jpg,"*******538,629.74***",star_digit_label
Image (5)-01.jpg,26/06/1995,real_date
c_1054_Ove_0_0.jpg,05-27-87,font_generat_date
8_bg0_Uni_1731292708_543.jpg,"******671,748.05",star_digit_label
b_car_003843.png,250000,orand
b_car_004395.png,"50,000-",orand
c_1034_Ams_6_0.jpg,19/06/7590,font_generat_date
L_8_hel_5_0.jpg,"$ 447,469.18",font_generat_dollar
c_438_Fug_4_0.jpg,7717-02-01,font_generat_date
d393e5e7-GT14.jpg,01 01 14,real_date
1_bg7_Fut_1731292708_430.jpg,"***229,868.65*",star_digit_label
c_500_Jus_i_0.jpg,17/12/6914,font_generat_date
a_car_001617.png,5177,orand
a_car_001737.png,4.228-,orand
a_car_000772.png,23500,orand
L_785_hel_0_0.jpg,"$ 608,808.33",font_generat_dollar
c_556_Bro_7_0.jpg,08-04-91,font_generat_date
c_1038_tim_0_0.jpg,5012-06-09,font_generat_date
L_923_Fut_3_0.jpg,"$ 510,687.98",font_generat_dollar
L_683_COO_6_0.jpg,"$ 120,482.58",font_generat_dollar
44_bg0_G_a_1731292708_117.jpg,"****787,714.76****",star_digit_label
L_520_Lar_5_0.jpg,"$ 63,686.56",font_generat_dollar
c_1128_May_t_0.jpg,4457-01-08,font_generat_date
L_392_Jen_0_0.jpg,"$ 500,283.19",font_generat_dollar
833_bg4_Did_1731292709_64.jpg,"760,937.9*",star_digit_label
313270c0-79.jpg,14 06 22,real_date
a_car_001361.png,648. -,orand
L_636_Lov_0_0.jpg,"$ 252,200.64",font_generat_dollar
b_car_003364.png,2000.000.-,orand
b_car_003322.png,100.000=,orand
Image (5)-14.jpg,20-04-2016,real_date
L_730_Hel_4_0.jpg,"$ 436,864.0",font_generat_dollar
a_car_000615.png,12000,orand
L_85_CRE_i_0.jpg,"$ 843,925.51",font_generat_dollar
21223118-64.jpg,28/8/2023,real_date
b_car_004831.png,480.000.,orand
a_car_001999.png,"942,",orand
656109cf-92.jpg,04/01/24,real_date
L_551_Hon_7_0.jpg,"$ 279,908.55",font_generat_dollar
L_105_mat_0_0.jpg,"$ 746,462.08",font_generat_dollar
b_car_006275.png,54.000.=,orand
119_bg5_Fut_1731292708_377.jpg,"******696,479.0**",star_digit_label
L_251_Fut_4_0.jpg,"$ 693,251.78",font_generat_dollar
699_bg7_tim_1731292709_286.jpg,"*748,089.93***",star_digit_label
b_car_003495.png,183756,orand
b_car_005617.png,108.480. _,orand
Image-15.jpg,12 12 2012,real_date
L_576_Ams_4_0.jpg,"$ 920,624.05",font_generat_dollar
c_1044_Fut_5_0.jpg,7625-06-02,font_generat_date
L_649_Uni_7_0.jpg,"$ 907,667.19",font_generat_dollar
804_bg4_Fut_1731292709_899.jpg,"*******327,881.73****",star_digit_label
927_bg7_G_a_1731292710_468.jpg,"*929,326.64**",star_digit_label
L_217_Nan_4_0.jpg,"$ 347,858.75",font_generat_dollar
c_158_Uni_0_0.jpg,11/02/4422,font_generat_date
a_car_002051.png,43,orand
0004c3d9-63.jpg,20/03/2023,real_date
L_901_Zey_5_0.jpg,"$ 634,317.83",font_generat_dollar
529_bg6_Uni_1731292709_467.jpg,"***576,338.79**",star_digit_label
b_car_004889.png,15.000.-,orand
L_562_Fut_7_0.jpg,"$ 575,033.3",font_generat_dollar
L_364_Bet_7_0.jpg,"$ 389,671.63",font_generat_dollar
L_652_Uni_5_0.jpg,"$ 579,358.62",font_generat_dollar
508_bgt_Fut_1731292709_191.jpg,"******630,190.1",star_digit_label
a_car_001868.png,"21.578,00",orand
L_672_Uni_t_0.jpg,"$ 577,633.6",font_generat_dollar
993_bg6_Fut_1731292710_487.jpg,"*******500,846.01****",star_digit_label
c_38_Uni_i_0.jpg,24/12/3162,font_generat_date
L_288_Ins_6_0.jpg,"$ 280,627.83",font_generat_dollar
L_438_Lov_t_0.jpg,"$ 800,141.43",font_generat_dollar
239_bg7_Uni_1731292709_251.jpg,"**585,816.23*",star_digit_label
b_car_005921.png,20.000.-,orand
Image-07.jpg,01 03 1987,real_date
b_car_004365.png,402.992.-,orand
b_car_003575.png,146700,orand
c_54_Fut_5_0.jpg,6690-01-23,font_generat_date
b_car_004166.png,925.000-,orand
b_car_004032.png,"90,000,",orand
202_bgt_Did_1731292709_561.jpg,"******42,939.9***",star_digit_label
b_car_005425.png,102.125,orand
L_544_Str_6_0.jpg,"$ 40,502.6",font_generat_dollar
905_bg5_Did_1731292710_897.jpg,"33,754.49***",star_digit_label
a_car_002085.png,7.173,orand
25_bg6_Fut_1731292708_543.jpg,"****877,837.96",star_digit_label
b_car_005288.png,1.400.000,orand
c_552_mat_5_0.jpg,5191-08-04,font_generat_date
L_456_Ree_4_0.jpg,"$ 129,981.27",font_generat_dollar
a_car_001196.png,"350,-",orand
c_1146_Fut_4_0.jpg,2629-06-05,font_generat_date
b_car_005246.png,110.000F,orand
468_bgi_gil_1731292709_159.jpg,"****479,223.5*",star_digit_label
55_bgt_Uni_1731292708_511.jpg,"*****38,228.59***",star_digit_label
283_bgt_Fut_1731292709_524.jpg,"****60,208.01*",star_digit_label
b_car_004938.png,225000,orand
b_car_006059.png,30. 000.-,orand
L_424_Fut_3_0.jpg,"$ 509,882.8",font_generat_dollar
9f6ea755-138.jpg,10.7.2023,real_date
619_bgt_Uni_1731292709_434.jpg,"***323,836.68*",star_digit_label
6_bg0_Fut_1731292708_45.jpg,"****194,462.87**",star_digit_label
b_car_004085.png,1000.000.,orand
c_1064_Ams_5_0.jpg,19/05/2586,font_generat_date
b_car_004099.png,10.000.,orand
Image (1)-01.jpg,22 03 2014,real_date
18882d09-118.jpg,25/07/1969,real_date
c_360_Did_7_0.jpg,3188-03-08,font_generat_date
L_378_Uni_3_0.jpg,"$ 958,408.78",font_generat_dollar
b_car_004330.png,2.015.178_,orand
c_264_Hel_t_0.jpg,9065-04-11,font_generat_date
c_1102_Fut_7_0.jpg,08-17-38,font_generat_date
434_bg5_Fut_1731292709_401.jpg,"*******749,150.49*",star_digit_label
695_bg4_Fut_1731292709_30.jpg,"*******464,781.85****",star_digit_label
L_571_ARI_5_0.jpg,"$ 708,943.66",font_generat_dollar
b_car_004279.png,24381,orand
92_bg6_Fut_1731292708_32.jpg,"**828,027.57*",star_digit_label
7ac8a914-67.jpg,09 03 23,real_date
L_454_Fut_6_0.jpg,"$ 589,764.52",font_generat_dollar
L_540_Uni_7_0.jpg,"$ 161,351.53",font_generat_dollar
b_car_003135.png,48.295.-,orand
247_bg4_Uni_1731292709_508.jpg,"*****693,493.08*",star_digit_label
a_car_002158.png,25,orand
441_bg4_Got_1731292709_26.jpg,"***29,258.52****",star_digit_label
b_car_004933.png,59.500-,orand
a_car_001761.png,9.354.-,orand
L_282_Uni_t_0.jpg,"$ 734,445.82",font_generat_dollar
L_459_Ott_7_0.jpg,"$ 544,390.88",font_generat_dollar
c_1172_Hou_7_0.jpg,09/01/8298,font_generat_date
L_903_Did_t_0.jpg,"$ 135,842.91",font_generat_dollar
850_bg0_tim_1731292709_960.jpg,"*****510,918.35****",star_digit_label
L_380_Jen_t_0.jpg,"$ 26,248.34",font_generat_dollar
